food_name,source,serving_size_g,calories,protein_g,carb_g,fat_g,notes,calcium_mg,iron_mg
米油(秈米),食藥署台灣食品成分資料庫,100,883.5,0.1,0.0,99.9,油脂類；每100g；食藥署標示值,,
米油(粳米),食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
亞麻仁油,食藥署台灣食品成分資料庫,100,820.4,0.2,6.9,92.8,油脂類；每100g；食藥署標示值,,
白芝麻油,食藥署台灣食品成分資料庫,100,883.7,0.1,0.0,100.0,油脂類；每100g；食藥署標示值,,
黑芝麻油,食藥署台灣食品成分資料庫,100,881.0,0.1,0.2,99.7,油脂類；每100g；食藥署標示值,,
調合芝麻油,食藥署台灣食品成分資料庫,100,883.8,0.1,0.0,100.0,油脂類；每100g；食藥署標示值,,
花生油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
調合花生油,食藥署台灣食品成分資料庫,100,883.6,0.0,0.0,100.0,油脂類；每100g；食藥署標示值,,
油菜籽油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
芥花油,食藥署台灣食品成分資料庫,100,883.0,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,5,0
南瓜籽油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
紅花籽油,食藥署台灣食品成分資料庫,100,883.6,0.0,0.0,100.0,油脂類；每100g；食藥署標示值,,
高油酸紅花籽油,食藥署台灣食品成分資料庫,100,880.2,0.0,0.4,99.6,油脂類；每100g；食藥署標示值,,
核桃油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
油茶油,食藥署台灣食品成分資料庫,100,883.4,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,5,0
熟油茶油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
高油酸棕櫚油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
椰子油,食藥署台灣食品成分資料庫,100,882.8,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
葵花籽油,食藥署台灣食品成分資料庫,100,883.6,0.0,0.0,100.0,油脂類；每100g；食藥署標示值,,
葵花籽油(多種維生素強化),食藥署台灣食品成分資料庫,100,883.0,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
高油酸葵花籽油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
葡萄籽油,食藥署台灣食品成分資料庫,100,883.8,0.0,0.0,100.0,油脂類；每100g；食藥署標示值,,
橄欖油,食藥署台灣食品成分資料庫,100,883.6,0.0,0.0,100.0,油脂類；每100g；食藥署標示值,,
烤酥油,食藥署台灣食品成分資料庫,100,882.9,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
調合植物油,食藥署台灣食品成分資料庫,100,886.7,0.0,0.0,100.3,油脂類；每100g；食藥署標示值,,
中鏈脂肪酸油,食藥署台灣食品成分資料庫,100,883.1,0.0,0.0,99.9,油脂類；每100g；食藥署標示值,,
紅砂糖,食藥署台灣食品成分資料庫,100,384.5,0.0,99.3,0.5,糖類；每100g；食藥署標示值,13,0.2
黑砂糖,食藥署台灣食品成分資料庫,100,368.6,0.5,95.3,0.7,糖類；每100g；食藥署標示值,104,2.2
楓糖,食藥署台灣食品成分資料庫,100,257.8,0.1,66.6,0.1,糖類；每100g；食藥署標示值,11,0
蜂蜜(冬蜜),食藥署台灣食品成分資料庫,100,315.2,0.1,81.5,0.1,糖類；每100g；食藥署標示值,,
蜂蜜(春蜜),食藥署台灣食品成分資料庫,100,308.2,0.2,79.6,0.2,糖類；每100g；食藥署標示值,,
黑糖蜜,食藥署台灣食品成分資料庫,100,280.0,0.2,72.4,0.0,糖類；每100g；食藥署標示值,78,2.2
西瓜汁(非原汁),食藥署台灣食品成分資料庫,100,29.7,1.1,6.1,0.1,飲料類；每100g；食藥署標示值,3,0.1
芭樂汁(非原汁),食藥署台灣食品成分資料庫,100,45.0,0.1,11.0,0.1,飲料類；每100g；食藥署標示值,3,0.1
柳橙汁(非原汁),食藥署台灣食品成分資料庫,100,50.2,0.1,12.3,0.1,飲料類；每100g；食藥署標示值,3,0.1
柳橙汁(100%),食藥署台灣食品成分資料庫,100,47.1,0.6,10.7,0.3,飲料類；每100g；食藥署標示值,11,0
烏梅汁,食藥署台灣食品成分資料庫,100,57.4,0.3,13.8,0.2,飲料類；每100g；食藥署標示值,7,1
楊桃汁(非原汁),食藥署台灣食品成分資料庫,100,48.4,0.0,12.0,0.1,飲料類；每100g；食藥署標示值,2,0.1
葡萄柚汁(非原汁),食藥署台灣食品成分資料庫,100,40.4,0.2,9.7,0.2,飲料類；每100g；食藥署標示值,7,0.2
鳳梨汁(非原汁),食藥署台灣食品成分資料庫,100,47.2,0.3,11.3,0.2,飲料類；每100g；食藥署標示值,9,0.2
蔓越莓汁(非原汁),食藥署台灣食品成分資料庫,100,44.9,0.9,10.0,0.1,飲料類；每100g；食藥署標示值,3,0
檸檬汁(非原汁),食藥署台灣食品成分資料庫,100,32.5,0.8,7.1,0.1,飲料類；每100g；食藥署標示值,2,0
蘋果汁(非原汁),食藥署台灣食品成分資料庫,100,46.9,0.1,10.9,0.4,飲料類；每100g；食藥署標示值,13,0.2
蘋果汁(100%),食藥署台灣食品成分資料庫,100,51.0,0.1,12.2,0.2,飲料類；每100g；食藥署標示值,2,0
蕃茄汁(非原汁),食藥署台灣食品成分資料庫,100,21.7,0.7,4.4,0.2,飲料類；每100g；食藥署標示值,9,1
仙草蜜,食藥署台灣食品成分資料庫,100,35.0,0.0,8.8,0.0,飲料類；每100g；食藥署標示值,13,0.4
龜苓茶,食藥署台灣食品成分資料庫,100,33.0,0.0,8.3,0.0,飲料類；每100g；食藥署標示值,1,0.9
黑麥汁,食藥署台灣食品成分資料庫,100,51.8,0.3,12.6,0.0,飲料類；每100g；食藥署標示值,2,0
加鹽沙士,食藥署台灣食品成分資料庫,100,40.8,0.8,9.4,0.0,飲料類；每100g；食藥署標示值,1,0
沙士(低糖),食藥署台灣食品成分資料庫,100,43.4,0.0,10.9,0.0,飲料類；每100g；食藥署標示值,2,0.2
美式咖啡(無糖),食藥署台灣食品成分資料庫,100,2.4,0.2,0.3,0.1,飲料類；每100g；食藥署標示值,2,0.1
無糖咖啡飲料,食藥署台灣食品成分資料庫,100,3.7,0.2,0.5,0.1,飲料類；每100g；食藥署標示值,2,0
拿鐵咖啡(無糖),食藥署台灣食品成分資料庫,100,43.0,3.0,3.4,2.0,飲料類；每100g；食藥署標示值,101,0
咖啡(三合一),食藥署台灣食品成分資料庫,100,39.4,0.9,8.2,0.3,飲料類；每100g；食藥署標示值,30,0.1
"烏龍茶(去冰,微糖)",食藥署台灣食品成分資料庫,100,15.5,0.1,3.8,0.0,飲料類；每100g；食藥署標示值,2,0.1
"烏龍茶(去冰,半糖)",食藥署台灣食品成分資料庫,100,21.1,0.1,5.2,0.0,飲料類；每100g；食藥署標示值,2,0.1
"烏龍茶(去冰,全糖)",食藥署台灣食品成分資料庫,100,35.7,0.1,8.8,0.0,飲料類；每100g；食藥署標示值,2,0.1
鮮奶茶(無糖),食藥署台灣食品成分資料庫,100,26.5,2.0,1.4,1.4,飲料類；每100g；食藥署標示值,33,0
奶茶(三合一),食藥署台灣食品成分資料庫,100,42.0,0.5,9.5,0.2,飲料類；每100g；食藥署標示值,11,0.2
"烏龍奶茶(去冰,微糖)",食藥署台灣食品成分資料庫,100,59.3,0.2,8.1,2.9,飲料類；每100g；食藥署標示值,,
"烏龍奶茶(去冰,半糖)",食藥署台灣食品成分資料庫,100,62.3,0.2,9.6,2.6,飲料類；每100g；食藥署標示值,,
"烏龍奶茶(去冰,全糖)",食藥署台灣食品成分資料庫,100,74.8,0.2,12.3,2.8,飲料類；每100g；食藥署標示值,,
"珍珠奶茶(去冰,微糖)",食藥署台灣食品成分資料庫,100,75.3,0.2,13.5,2.3,飲料類；每100g；食藥署標示值,,
"珍珠奶茶(去冰,半糖)",食藥署台灣食品成分資料庫,100,83.5,0.2,14.5,2.7,飲料類；每100g；食藥署標示值,,
"珍珠奶茶(去冰,全糖)",食藥署台灣食品成分資料庫,100,94.0,0.2,17.9,2.4,飲料類；每100g；食藥署標示值,,
奶茶沖泡包(三合一),食藥署台灣食品成分資料庫,100,451.9,1.7,82.3,12.8,飲料類；每100g；食藥署標示值,15,0.6
多多綠茶(全糖),食藥署台灣食品成分資料庫,100,49.0,1.1,11.0,0.1,飲料類；每100g；食藥署標示值,10,0
乳酸飲料,食藥署台灣食品成分資料庫,100,44.7,0.2,10.9,0.0,飲料類；每100g；食藥署標示值,20,0.2
即溶咖啡粉,食藥署台灣食品成分資料庫,100,318.3,16.6,71.2,1.3,飲料類；每100g；食藥署標示值,132,4.9
咖啡沖泡包(二合一),食藥署台灣食品成分資料庫,100,477.8,6.8,63.6,23.3,飲料類；每100g；食藥署標示值,79,0.6
咖啡沖泡包(三合一),食藥署台灣食品成分資料庫,100,436.6,4.8,83.0,9.5,飲料類；每100g；食藥署標示值,5,0.5
薑茶沖泡包,食藥署台灣食品成分資料庫,100,398.6,0.3,98.7,0.3,飲料類；每100g；食藥署標示值,3,0.8
抹茶粉,食藥署台灣食品成分資料庫,100,295.2,23.4,63.0,6.4,飲料類；每100g；食藥署標示值,579,8.3
可可粉,食藥署台灣食品成分資料庫,100,414.6,20.8,43.8,22.8,飲料類；每100g；食藥署標示值,166,13.9
小麥草粉,食藥署台灣食品成分資料庫,100,297.0,34.0,41.9,7.4,飲料類；每100g；食藥署標示值,480,10.8
椰奶,食藥署台灣食品成分資料庫,100,48.9,0.2,7.4,2.1,飲料類；每100g；食藥署標示值,1,0
八角,食藥署台灣食品成分資料庫,100,244.1,4.9,76.2,3.9,調味料及香辛料類；每100g；食藥署標示值,23,5.1
小茴香粉,食藥署台灣食品成分資料庫,100,341.9,19.5,37.0,25.8,調味料及香辛料類；每100g；食藥署標示值,795,41.1
山葵粉,食藥署台灣食品成分資料庫,100,359.6,10.1,72.9,6.1,調味料及香辛料類；每100g；食藥署標示值,246,9.9
五香粉,食藥署台灣食品成分資料庫,100,268.4,8.7,68.1,8.9,調味料及香辛料類；每100g；食藥署標示值,646,34.7
甘草粉,食藥署台灣食品成分資料庫,100,264.6,9.2,73.4,3.6,調味料及香辛料類；每100g；食藥署標示值,1033,55.3
肉桂粉,食藥署台灣食品成分資料庫,100,240.6,4.2,78.8,2.9,調味料及香辛料類；每100g；食藥署標示值,1004,21.4
西洋芹菜片,食藥署台灣食品成分資料庫,100,270.9,24.4,49.9,6.8,調味料及香辛料類；每100g；食藥署標示值,1149,19.7
花椒粉,食藥署台灣食品成分資料庫,100,270.6,10.0,63.2,9.2,調味料及香辛料類；每100g；食藥署標示值,1320,22.7
洋香菜片,食藥署台灣食品成分資料庫,100,264.9,24.4,47.7,7.5,調味料及香辛料類；每100g；食藥署標示值,3073,53.3
洋蔥粉,食藥署台灣食品成分資料庫,100,354.8,8.1,82.1,1.8,調味料及香辛料類；每100g；食藥署標示值,264,4.2
白胡椒粉,食藥署台灣食品成分資料庫,100,287.9,3.7,78.8,1.1,調味料及香辛料類；每100g；食藥署標示值,420,53.3
紅胡椒粒,食藥署台灣食品成分資料庫,100,319.7,5.9,59.3,13.7,調味料及香辛料類；每100g；食藥署標示值,276,3.4
黑胡椒粉,食藥署台灣食品成分資料庫,100,325.1,11.6,67.7,6.7,調味料及香辛料類；每100g；食藥署標示值,326,6.9
綠胡椒粒,食藥署台灣食品成分資料庫,100,302.2,11.3,68.4,7.3,調味料及香辛料類；每100g；食藥署標示值,641,2.3
迷迭香粉,食藥署台灣食品成分資料庫,100,341.6,5.9,59.8,21.9,調味料及香辛料類；每100g；食藥署標示值,1417,31
荳蔻粉,食藥署台灣食品成分資料庫,100,409.1,6.7,50.6,26.2,調味料及香辛料類；每100g；食藥署標示值,157,4.7
蒜粉,食藥署台灣食品成分資料庫,100,300.0,18.1,71.9,0.4,調味料及香辛料類；每100g；食藥署標示值,13,9
辣椒粉,食藥署台灣食品成分資料庫,100,306.5,14.7,59.1,14.1,調味料及香辛料類；每100g；食藥署標示值,63,36.4
薑黃粉,食藥署台灣食品成分資料庫,100,329.2,14.6,69.0,2.7,調味料及香辛料類；每100g；食藥署標示值,142,5.4
薑粉,食藥署台灣食品成分資料庫,100,294.9,10.4,70.5,3.6,調味料及香辛料類；每100g；食藥署標示值,195,27.2
羅勒片,食藥署台灣食品成分資料庫,100,221.7,23.3,46.1,5.8,調味料及香辛料類；每100g；食藥署標示值,289,53
花椒粒,食藥署台灣食品成分資料庫,100,264.1,10.3,53.6,12.5,調味料及香辛料類；每100g；食藥署標示值,998,23.7
七味唐辛子,食藥署台灣食品成分資料庫,100,370.0,15.8,45.8,24.1,調味料及香辛料類；每100g；食藥署標示值,361,11.9
沙茶粉,食藥署台灣食品成分資料庫,100,476.8,14.9,47.0,28.8,調味料及香辛料類；每100g；食藥署標示值,294,11.8
豆酥,食藥署台灣食品成分資料庫,100,513.2,30.1,19.2,38.1,調味料及香辛料類；每100g；食藥署標示值,220,5.7
咖哩粉,食藥署台灣食品成分資料庫,100,344.0,13.9,58.5,14.1,調味料及香辛料類；每100g；食藥署標示值,755,65.9
咖哩塊,食藥署台灣食品成分資料庫,100,504.9,5.6,45.4,34.5,調味料及香辛料類；每100g；食藥署標示值,83,1.6
油蔥酥,食藥署台灣食品成分資料庫,100,488.7,7.4,57.1,28.8,調味料及香辛料類；每100g；食藥署標示值,95,10.7
梅子粉,食藥署台灣食品成分資料庫,100,267.9,2.0,60.8,3.9,調味料及香辛料類；每100g；食藥署標示值,37,5
椰子粉,食藥署台灣食品成分資料庫,100,606.3,7.2,27.8,60.3,調味料及香辛料類；每100g；食藥署標示值,9,3.3
蒜頭酥,食藥署台灣食品成分資料庫,100,435.8,11.7,61.2,17.8,調味料及香辛料類；每100g；食藥署標示值,49,6.8
糖粉,食藥署台灣食品成分資料庫,100,398.5,0.0,99.3,0.2,調味料及香辛料類；每100g；食藥署標示值,4,0.2
椰漿,食藥署台灣食品成分資料庫,100,207.0,1.1,0.0,23.1,調味料及香辛料類；每100g；食藥署標示值,4,0.9
黃耆水,食藥署台灣食品成分資料庫,100,13.9,0.9,2.9,0.0,調味料及香辛料類；每100g；食藥署標示值,9,0.2
黃耆片,食藥署台灣食品成分資料庫,100,257.7,14.9,68.7,1.6,調味料及香辛料類；每100g；食藥署標示值,136,14.7
陳皮,食藥署台灣食品成分資料庫,100,269.5,6.9,74.8,2.4,調味料及香辛料類；每100g；食藥署標示值,534,8.5
山楂,食藥署台灣食品成分資料庫,100,271.6,1.9,78.7,2.5,調味料及香辛料類；每100g；食藥署標示值,676,7.5
岩鹽,食藥署台灣食品成分資料庫,100,2.5,0.0,0.4,0.1,調味料及香辛料類；每100g；食藥署標示值,120,4.9
低鈉鹽,食藥署台灣食品成分資料庫,100,11.4,0.0,2.8,0.0,調味料及香辛料類；每100g；食藥署標示值,289,3.6
鮮雞精,食藥署台灣食品成分資料庫,100,261.2,10.8,33.3,10.1,調味料及香辛料類；每100g；食藥署標示值,33,1.8
鰹魚粉,食藥署台灣食品成分資料庫,100,240.1,21.9,35.8,1.0,調味料及香辛料類；每100g；食藥署標示值,209,3.7
高湯塊(排骨),食藥署台灣食品成分資料庫,100,362.0,12.5,24.5,23.9,調味料及香辛料類；每100g；食藥署標示值,120,0.5
高湯塊(雞肉),食藥署台灣食品成分資料庫,100,339.1,14.7,14.5,24.8,調味料及香辛料類；每100g；食藥署標示值,16,3
高湯(豬大骨),食藥署台灣食品成分資料庫,100,49.1,4.2,6.6,0.7,調味料及香辛料類；每100g；食藥署標示值,4,3.5
低脂高湯,食藥署台灣食品成分資料庫,100,2.2,0.3,0.3,0.0,調味料及香辛料類；每100g；食藥署標示值,1,0.6
素食高湯,食藥署台灣食品成分資料庫,100,17.0,0.3,4.0,0.0,調味料及香辛料類；每100g；食藥署標示值,18,1.2
糯米醋,食藥署台灣食品成分資料庫,100,16.8,0.1,4.1,0.0,調味料及香辛料類；每100g；食藥署標示值,3,0.3
紅醋,食藥署台灣食品成分資料庫,100,4.3,0.3,0.8,0.0,調味料及香辛料類；每100g；食藥署標示值,9,0.2
烏醋,食藥署台灣食品成分資料庫,100,36.8,0.5,8.7,0.0,調味料及香辛料類；每100g；食藥署標示值,6,1.6
黑豆醬油,食藥署台灣食品成分資料庫,100,112.5,7.5,20.6,0.2,調味料及香辛料類；每100g；食藥署標示值,14,1.2
淡色醬油,食藥署台灣食品成分資料庫,100,76.5,7.1,11.5,0.4,調味料及香辛料類；每100g；食藥署標示值,30,1.6
黑豆油膏,食藥署台灣食品成分資料庫,100,145.6,7.8,28.6,0.1,調味料及香辛料類；每100g；食藥署標示值,15,0.8
薄鹽黑豆醬油膏,食藥署台灣食品成分資料庫,100,124.4,7.6,23.3,0.1,調味料及香辛料類；每100g；食藥署標示值,12,0.9
味醂,食藥署台灣食品成分資料庫,100,219.8,0.5,54.5,0.0,調味料及香辛料類；每100g；食藥署標示值,2,0
鮮味露,食藥署台灣食品成分資料庫,100,74.5,20.1,0.0,0.1,調味料及香辛料類；每100g；食藥署標示值,4,0.4
蠔油,食藥署台灣食品成分資料庫,100,155.8,6.5,32.2,0.1,調味料及香辛料類；每100g；食藥署標示值,31,6.4
魚露,食藥署台灣食品成分資料庫,100,64.3,10.2,5.3,0.2,調味料及香辛料類；每100g；食藥署標示值,10,0.8
紅辣椒油,食藥署台灣食品成分資料庫,100,898.9,0.0,0.1,99.8,調味料及香辛料類；每100g；食藥署標示值,1,0.1
蝦油,食藥署台灣食品成分資料庫,100,55.2,7.4,6.4,0.1,調味料及香辛料類；每100g；食藥署標示值,39,1.4
干貝醬,食藥署台灣食品成分資料庫,100,554.7,16.7,8.0,51.0,調味料及香辛料類；每100g；食藥署標示值,116,2.5
牛肉醬,食藥署台灣食品成分資料庫,100,505.1,17.0,22.2,38.9,調味料及香辛料類；每100g；食藥署標示值,24,3.1
肉燥,食藥署台灣食品成分資料庫,100,397.3,9.5,4.2,38.0,調味料及香辛料類；每100g；食藥署標示值,9,1.3
素肉燥,食藥署台灣食品成分資料庫,100,477.0,12.4,12.5,42.6,調味料及香辛料類；每100g；食藥署標示值,9,2.4
義式乳酪醬,食藥署台灣食品成分資料庫,100,208.9,8.8,6.9,17.0,調味料及香辛料類；每100g；食藥署標示值,499,0.3
炸醬,食藥署台灣食品成分資料庫,100,386.2,14.6,6.7,34.7,調味料及香辛料類；每100g；食藥署標示值,83,3.4
素食炸醬,食藥署台灣食品成分資料庫,100,382.0,13.9,4.5,35.3,調味料及香辛料類；每100g；食藥署標示值,84,2.2
海苔醬,食藥署台灣食品成分資料庫,100,218.4,6.4,49.3,0.0,調味料及香辛料類；每100g；食藥署標示值,41,3.5
麻醬,食藥署台灣食品成分資料庫,100,619.8,20.8,21.3,52.8,調味料及香辛料類；每100g；食藥署標示值,794,20.4
速食乾麵麻醬包,食藥署台灣食品成分資料庫,100,666.5,13.2,11.8,64.0,調味料及香辛料類；每100g；食藥署標示值,402,2.8
白醬,食藥署台灣食品成分資料庫,100,58.5,1.2,6.8,3.2,調味料及香辛料類；每100g；食藥署標示值,27,0.3
青醬,食藥署台灣食品成分資料庫,100,78.5,0.9,7.7,5.4,調味料及香辛料類；每100g；食藥署標示值,39,1.1
蕃茄義大利麵醬,食藥署台灣食品成分資料庫,100,67.1,3.2,8.9,2.5,調味料及香辛料類；每100g；食藥署標示值,20,0.6
五味醬,食藥署台灣食品成分資料庫,100,137.8,1.3,31.9,0.8,調味料及香辛料類；每100g；食藥署標示值,16,0.6
牛排醬,食藥署台灣食品成分資料庫,100,127.7,2.5,30.1,0.0,調味料及香辛料類；每100g；食藥署標示值,16,1.2
羊肉爐醬,食藥署台灣食品成分資料庫,100,127.5,7.3,8.9,7.2,調味料及香辛料類；每100g；食藥署標示值,173,1.4
沙茶醬,食藥署台灣食品成分資料庫,100,721.4,10.2,10.4,71.8,調味料及香辛料類；每100g；食藥署標示值,202,4
